project_id,mp_id,state,constituency,allocated_amount,work_type,location_id,project_description,estimated_cost,sanctioned_amount,baseline_expenditure,expenditure,payment_count,start_date,expected_completion,actual_completion,status,physical_progress_pct,financial_progress_pct,is_injected_anomaly,anomaly_type,anomaly_severity,severity_score,duplicate_group_id,project_remaining_balance,expenditure_delta,mp_allocation_breach_cause,mp_remaining_allocation
PRJ_007075,MPID_0394,Odisha,DHENKANAL,155013957.11,water_supply,LOC_MPID_0394_14,Laying pipelines for water supply at LOC_MPID_0394_14,12272381.68,10765918.32,10694363.7,10694363.7,5,2025-04-30,2025-10-03,2025-10-31,completed,100.0,99.34,0,none,NONE,0,none,71554.62,0.0,NONE,35971232.77
PRJ_007076,MPID_0394,Odisha,DHENKANAL,155013957.11,water_supply,LOC_MPID_0394_37,Laying pipelines for water supply at LOC_MPID_0394_37,10410745.49,10075217.66,9900995.95,9900995.95,3,2024-12-30,2025-04-13,2025-05-20,completed,100.0,98.27,0,none,NONE,0,none,174221.71,0.0,NONE,35971232.77
PRJ_007077,MPID_0394,Odisha,DHENKANAL,155013957.11,water_supply,LOC_MPID_0394_71,Laying pipelines for water supply at LOC_MPID_0394_71,3841247.44,3685601.41,3558801.77,3558801.77,4,2026-02-18,2026-05-23,2026-07-19,completed,100.0,96.56,0,none,NONE,0,none,126799.64,0.0,NONE,35971232.77
PRJ_007078,MPID_0394,Odisha,DHENKANAL,155013957.11,school,LOC_MPID_0394_5,Additional classrooms for school at LOC_MPID_0394_5,15537067.38,13948051.17,13885524.96,13885524.96,4,2024-04-26,2025-05-08,2025-05-01,completed,100.0,99.55,0,none,NONE,0,none,62526.21,0.0,NONE,35971232.77
PRJ_007079,MPID_0394,Odisha,DHENKANAL,155013957.11,community_hall,LOC_MPID_0394_52,Construction of community hall at LOC_MPID_0394_52,5010477.68,4828883.24,2929280.88,2929280.88,2,2026-01-27,2026-09-27,,in_progress,67.24,60.66,0,none,NONE,0,none,1899602.36,0.0,NONE,35971232.77
PRJ_007080,MPID_0395,Nagaland,NAGALAND,147000000.0,school,LOC_MPID_0395_14,Boundary wall for school at LOC_MPID_0395_14,5688669.34,5586155.11,5441545.0,5441545.0,4,2025-11-15,2026-05-07,2026-06-02,completed,100.0,97.41,0,none,NONE,0,none,144610.11,0.0,NONE,48453490.04
PRJ_007081,MPID_0395,Nagaland,NAGALAND,147000000.0,water_supply,LOC_MPID_0395_67,Laying pipelines for water supply at LOC_MPID_0395_67,3057714.97,2679380.41,0.0,0.0,0,2026-07-30,2026-12-21,,sanctioned,0.0,0.0,0,none,NONE,0,none,2679380.41,0.0,NONE,48453490.04
PRJ_007082,MPID_0395,Nagaland,NAGALAND,147000000.0,road,LOC_MPID_0395_67,Repair of road at LOC_MPID_0395_67,16158769.19,14490411.29,13871430.84,13871430.84,4,2025-10-04,2026-05-29,2026-07-20,completed,100.0,95.73,0,none,NONE,0,none,618980.45,0.0,NONE,48453490.04
PRJ_007083,MPID_0395,Nagaland,NAGALAND,147000000.0,school,LOC_MPID_0395_74,Boundary wall for school at LOC_MPID_0395_74,12236090.22,11236775.81,11043963.78,11043963.78,4,2024-07-30,2025-07-26,2025-08-31,completed,100.0,98.28,0,none,NONE,0,none,192812.03,0.0,NONE,48453490.04
PRJ_007084,MPID_0395,Nagaland,NAGALAND,147000000.0,school,LOC_MPID_0395_46,Additional classrooms for school at LOC_MPID_0395_46,1956019.17,1765418.88,584969.7,584969.7,1,2026-04-15,2027-02-28,,in_progress,40.87,33.13,0,none,NONE,0,none,1180449.18,0.0,NONE,48453490.04
PRJ_007085,MPID_0395,Nagaland,NAGALAND,147000000.0,water_supply,LOC_MPID_0395_21,Laying pipelines for water supply at LOC_MPID_0395_21,2685069.0,2433547.66,2320097.23,2320097.23,4,2025-01-16,2025-04-24,2025-04-09,completed,100.0,95.34,0,none,NONE,0,none,113450.43,0.0,NONE,48453490.04
PRJ_007086,MPID_0395,Nagaland,NAGALAND,147000000.0,water_supply,LOC_MPID_0395_93,Laying pipelines for water supply at LOC_MPID_0395_93,2762374.02,2534157.22,0.0,0.0,0,2026-08-24,2027-03-12,,sanctioned,0.0,0.0,0,none,NONE,0,none,2534157.22,0.0,NONE,48453490.04
PRJ_007087,MPID_0395,Nagaland,NAGALAND,147000000.0,community_hall,LOC_MPID_0395_43,Construction of community hall at LOC_MPID_0395_43,4175684.95,3835447.7,3686430.78,3686430.78,4,2025-07-11,2026-02-11,2026-02-23,completed,100.0,96.11,0,none,NONE,0,none,149016.92,0.0,NONE,48453490.04
PRJ_007088,MPID_0395,Nagaland,NAGALAND,147000000.0,community_hall,LOC_MPID_0395_46,Construction of community hall at LOC_MPID_0395_46,5383855.17,5292966.66,5119685.72,5119685.72,3,2024-12-06,2025-09-02,2025-10-06,completed,100.0,96.73,0,none,NONE,0,none,173280.94,0.0,NONE,48453490.04
PRJ_007089,MPID_0395,Nagaland,NAGALAND,147000000.0,water_supply,LOC_MPID_0395_42,Laying pipelines for water supply at LOC_MPID_0395_42,1600465.95,1399338.99,496598.93,496598.93,2,2026-06-17,2026-12-14,,in_progress,29.03,35.49,0,none,NONE,0,none,902740.06,0.0,NONE,48453490.04
PRJ_007090,MPID_0395,Nagaland,NAGALAND,147000000.0,school,LOC_MPID_0395_70,Boundary wall for school at LOC_MPID_0395_70,3927861.75,3888081.58,3887534.29,3887534.29,5,2025-01-15,2025-08-16,2025-08-26,completed,100.0,99.99,0,none,NONE,0,none,547.29,0.0,NONE,48453490.04
PRJ_007091,MPID_0395,Nagaland,NAGALAND,147000000.0,drainage,LOC_MPID_0395_32,Construction of drain at drainage at LOC_MPID_0395_32,1775267.73,1607040.53,0.0,0.0,0,2026-08-19,2026-11-23,,sanctioned,0.0,0.0,0,none,NONE,0,none,1607040.53,0.0,NONE,48453490.04
PRJ_007092,MPID_0395,Nagaland,NAGALAND,147000000.0,community_hall,LOC_MPID_0395_50,Upgradation of community hall at LOC_MPID_0395_50,5563607.71,5445397.23,5296012.32,5296012.32,3,2025-06-17,2026-04-01,2026-03-24,completed,100.0,97.26,0,none,NONE,0,none,149384.91,0.0,NONE,48453490.04
PRJ_007093,MPID_0395,Nagaland,NAGALAND,147000000.0,water_supply,LOC_MPID_0395_60,Laying pipelines for water supply at LOC_MPID_0395_60,2404605.18,2322148.1,2236177.36,2236177.36,5,2024-09-19,2025-01-29,2025-01-14,completed,100.0,96.3,0,none,NONE,0,none,85970.74,0.0,NONE,48453490.04
PRJ_007094,MPID_0395,Nagaland,NAGALAND,147000000.0,drainage,LOC_MPID_0395_9,Covering of drainage in drainage at LOC_MPID_0395_9,2727387.61,2546351.67,2484289.59,2484289.59,3,2025-07-17,2025-11-23,2025-12-27,completed,100.0,97.56,0,none,NONE,0,none,62062.08,0.0,NONE,48453490.04
PRJ_007095,MPID_0395,Nagaland,NAGALAND,147000000.0,drainage,LOC_MPID_0395_55,Covering of drainage in drainage at LOC_MPID_0395_55,1679467.84,1513191.85,1498216.5,1498216.5,4,2025-09-08,2026-01-23,2026-01-03,completed,100.0,99.01,0,none,NONE,0,none,14975.35,0.0,NONE,48453490.04
PRJ_007096,MPID_0395,Nagaland,NAGALAND,147000000.0,drainage,LOC_MPID_0395_100,Construction of drain at drainage at LOC_MPID_0395_100,5344732.32,4991338.03,3607285.06,3607285.06,2,2026-07-21,2026-09-19,,in_progress,76.11,72.27,0,none,NONE,0,none,1384052.97,0.0,NONE,48453490.04
PRJ_007097,MPID_0395,Nagaland,NAGALAND,147000000.0,drainage,LOC_MPID_0395_66,Covering of drainage in drainage at LOC_MPID_0395_66,2364856.53,2318048.53,1030801.97,1030801.97,2,2026-07-15,2026-10-09,,in_progress,51.63,44.47,0,none,NONE,0,none,1287246.56,0.0,NONE,48453490.04
PRJ_007098,MPID_0395,Nagaland,NAGALAND,147000000.0,road,LOC_MPID_0395_60,Construction of road at LOC_MPID_0395_60,8515143.1,7745761.96,7745761.96,7745761.96,3,2025-07-04,2026-09-02,,in_progress,100.0,100.0,0,none,NONE,0,none,0.0,0.0,NONE,48453490.04
PRJ_007099,MPID_0395,Nagaland,NAGALAND,147000000.0,community_hall,LOC_MPID_0395_50,Upgradation of community hall at LOC_MPID_0395_50,5595768.03,5199653.51,5120368.01,5120368.01,3,2024-05-02,2025-01-28,2025-02-05,completed,100.0,98.48,0,none,NONE,0,none,79285.5,0.0,NONE,48453490.04
PRJ_007100,MPID_0395,Nagaland,NAGALAND,147000000.0,drainage,LOC_MPID_0395_33,Covering of drainage in drainage at LOC_MPID_0395_33,2869547.97,2830413.97,0.0,0.0,0,2026-08-04,2026-10-11,,sanctioned,0.0,0.0,0,none,NONE,0,none,2830413.97,0.0,NONE,48453490.04
PRJ_007101,MPID_0395,Nagaland,NAGALAND,147000000.0,drainage,LOC_MPID_0395_48,Construction of drain at drainage at LOC_MPID_0395_48,3112320.37,2821868.32,2701059.68,2701059.68,5,2025-07-12,2025-10-01,2025-09-27,completed,100.0,95.72,0,none,NONE,0,none,120808.64,0.0,NONE,48453490.04
PRJ_007102,MPID_0395,Nagaland,NAGALAND,147000000.0,water_supply,LOC_MPID_0395_67,Laying pipelines for water supply at LOC_MPID_0395_67,6711361.51,6683758.64,6620274.1,6620274.1,4,2025-02-06,2025-06-14,2025-06-07,completed,100.0,99.05,0,none,NONE,0,none,63484.54,0.0,NONE,48453490.04
PRJ_007103,MPID_0395,Nagaland,NAGALAND,147000000.0,water_supply,LOC_MPID_0395_31,Installation of water supply at LOC_MPID_0395_31,3129922.92,3113778.12,2974817.52,2974817.52,4,2024-08-05,2025-02-13,2025-03-24,completed,100.0,95.54,0,none,NONE,0,none,138960.6,0.0,NONE,48453490.04
PRJ_007104,MPID_0395,Nagaland,NAGALAND,147000000.0,road,LOC_MPID_0395_25,Construction of road at LOC_MPID_0395_25,4952802.17,4307031.07,4257455.59,4257455.59,3,2025-02-21,2026-04-18,2026-03-30,completed,100.0,98.85,0,none,NONE,0,none,49575.48,0.0,NONE,48453490.04
PRJ_007105,MPID_0395,Nagaland,NAGALAND,147000000.0,drainage,LOC_MPID_0395_82,Covering of drainage in drainage at LOC_MPID_0395_82,3233079.38,2889584.79,2848697.06,2848697.06,5,2025-08-03,2026-01-07,2026-02-27,completed,100.0,98.58,0,none,NONE,0,none,40887.73,0.0,NONE,48453490.04
PRJ_007106,MPID_0395,Nagaland,NAGALAND,147000000.0,road,LOC_MPID_0395_92,Construction of road at LOC_MPID_0395_92,4745140.21,4691537.15,3673036.97,3673036.97,2,2025-11-24,2027-01-25,,in_progress,65.32,78.29,0,none,NONE,0,none,1018500.18,0.0,NONE,48453490.04
PRJ_007107,MPID_0396,Tamil Nadu,MADURAI,147000000.0,drainage,LOC_MPID_0396_61,Covering of drainage in drainage at LOC_MPID_0396_61,1813086.63,1589489.37,1544979.84,1544979.84,5,2024-01-26,2024-07-21,2024-07-15,completed,100.0,97.2,0,none,NONE,0,none,44509.53,0.0,NONE,27657628.53
PRJ_007108,MPID_0396,Tamil Nadu,MADURAI,147000000.0,community_hall,LOC_MPID_0396_16,Upgradation of community hall at LOC_MPID_0396_16,3558505.04,3544852.39,3193746.66,3193746.66,5,2026-06-15,2026-11-17,,in_progress,89.98,90.1,0,none,NONE,0,none,351105.73,0.0,NONE,27657628.53
PRJ_007109,MPID_0396,Tamil Nadu,MADURAI,147000000.0,school,LOC_MPID_0396_17,Boundary wall for school at LOC_MPID_0396_17,6970418.49,6534708.45,6360924.23,6360924.23,3,2024-05-13,2025-03-26,2025-04-24,completed,100.0,97.34,0,none,NONE,0,none,173784.22,0.0,NONE,27657628.53
PRJ_007110,MPID_0396,Tamil Nadu,MADURAI,147000000.0,community_hall,LOC_MPID_0396_26,Construction of community hall at LOC_MPID_0396_26,10888343.23,10678677.83,3976597.36,3976597.36,2,2026-06-24,2027-05-09,,in_progress,42.41,37.24,0,none,NONE,0,none,6702080.47,0.0,NONE,27657628.53
PRJ_007111,MPID_0396,Tamil Nadu,MADURAI,147000000.0,drainage,LOC_MPID_0396_2,Covering of drainage in drainage at LOC_MPID_0396_2,2056591.53,1861621.08,1799595.73,1799595.73,3,2025-12-07,2026-06-01,2026-05-30,completed,100.0,96.67,0,none,NONE,0,none,62025.35,0.0,NONE,27657628.53
PRJ_007112,MPID_0396,Tamil Nadu,MADURAI,147000000.0,school,LOC_MPID_0396_10,Additional classrooms for school at LOC_MPID_0396_10,5026087.59,4592355.12,4368454.16,4368454.16,5,2025-04-06,2026-04-02,2026-04-17,completed,100.0,95.12,0,none,NONE,0,none,223900.96,0.0,NONE,27657628.53
PRJ_007113,MPID_0396,Tamil Nadu,MADURAI,147000000.0,water_supply,LOC_MPID_0396_19,Installation of water supply at LOC_MPID_0396_19,1419095.09,1243999.71,1137980.02,1137980.02,3,2026-04-30,2026-09-04,,in_progress,87.29,91.48,0,none,NONE,0,none,106019.69,0.0,NONE,27657628.53
PRJ_007114,MPID_0396,Tamil Nadu,MADURAI,147000000.0,road,LOC_MPID_0396_38,Repair of road at LOC_MPID_0396_38,50700623.52,45211356.06,43251222.76,43251222.76,3,2023-12-14,2024-09-29,2024-09-15,completed,100.0,95.66,0,none,NONE,0,none,1960133.3,0.0,NONE,27657628.53
PRJ_007115,MPID_0396,Tamil Nadu,MADURAI,147000000.0,drainage,LOC_MPID_0396_45,Covering of drainage in drainage at LOC_MPID_0396_45,3320166.18,3114349.65,0.0,0.0,0,2026-07-29,2027-01-13,,sanctioned,0.0,0.0,0,none,NONE,0,none,3114349.65,0.0,NONE,27657628.53
PRJ_007116,MPID_0396,Tamil Nadu,MADURAI,147000000.0,community_hall,LOC_MPID_0396_89,Upgradation of community hall at LOC_MPID_0396_89,8757922.94,7686944.37,7499340.66,7499340.66,4,2025-09-22,2026-05-20,2026-07-18,completed,100.0,97.56,0,none,NONE,0,none,187603.71,0.0,NONE,27657628.53
PRJ_007117,MPID_0396,Tamil Nadu,MADURAI,147000000.0,water_supply,LOC_MPID_0396_92,Laying pipelines for water supply at LOC_MPID_0396_92,2233946.56,2222469.16,2155680.29,2155680.29,5,2024-06-16,2024-09-29,2024-11-22,completed,100.0,96.99,0,none,NONE,0,none,66788.87,0.0,NONE,27657628.53
PRJ_007118,MPID_0396,Tamil Nadu,MADURAI,147000000.0,school,LOC_MPID_0396_75,Boundary wall for school at LOC_MPID_0396_75,8407835.8,8043792.13,7820559.78,7820559.78,3,2025-02-08,2025-08-04,2025-08-30,completed,100.0,97.22,0,none,NONE,0,none,223232.35,0.0,NONE,27657628.53
PRJ_007119,MPID_0396,Tamil Nadu,MADURAI,147000000.0,school,LOC_MPID_0396_91,Boundary wall for school at LOC_MPID_0396_91,4460204.48,4190935.83,4158855.12,4158855.12,5,2023-10-30,2024-06-25,2024-07-26,completed,100.0,99.23,0,none,NONE,0,none,32080.71,0.0,NONE,27657628.53
PRJ_007120,MPID_0396,Tamil Nadu,MADURAI,147000000.0,school,LOC_MPID_0396_52,Boundary wall for school at LOC_MPID_0396_52,8221447.23,7470326.3,7411777.99,7411777.99,3,2025-02-13,2025-10-25,2025-10-10,completed,100.0,99.22,0,none,NONE,0,none,58548.31,0.0,NONE,27657628.53
PRJ_007121,MPID_0396,Tamil Nadu,MADURAI,147000000.0,community_hall,LOC_MPID_0396_78,Upgradation of community hall at LOC_MPID_0396_78,2936848.83,2670319.49,2589176.89,2589176.89,3,2025-04-17,2025-12-27,2025-12-31,completed,100.0,96.96,0,none,NONE,0,none,81142.6,0.0,NONE,27657628.53
PRJ_007122,MPID_0396,Tamil Nadu,MADURAI,147000000.0,drainage,LOC_MPID_0396_37,Covering of drainage in drainage at LOC_MPID_0396_37,2826322.78,2570774.46,2488739.23,2488739.23,3,2026-06-06,2026-08-07,2026-08-24,completed,100.0,96.81,0,none,NONE,0,none,82035.23,0.0,NONE,27657628.53
PRJ_007123,MPID_0396,Tamil Nadu,MADURAI,147000000.0,water_supply,LOC_MPID_0396_92,Laying pipelines for water supply at LOC_MPID_0396_92,844334.08,751550.21,331858.38,331858.38,1,2026-07-05,2026-10-22,,in_progress,38.29,44.16,0,none,NONE,0,none,419691.83,0.0,NONE,27657628.53
PRJ_007124,MPID_0396,Tamil Nadu,MADURAI,147000000.0,school,LOC_MPID_0396_37,Additional classrooms for school at LOC_MPID_0396_37,6755300.73,5885274.7,5749356.31,5749356.31,3,2024-09-13,2025-08-01,2025-08-27,completed,100.0,97.69,0,none,NONE,0,none,135918.39,0.0,NONE,27657628.53
PRJ_007125,MPID_0396,Tamil Nadu,MADURAI,147000000.0,road,LOC_MPID_0396_26,Repair of road at LOC_MPID_0396_26,10053036.3,9776980.23,9776980.23,9776980.23,6,2025-11-22,2026-08-31,,in_progress,100.0,100.0,0,none,NONE,0,none,0.0,0.0,NONE,27657628.53
PRJ_007126,MPID_0396,Tamil Nadu,MADURAI,147000000.0,drainage,LOC_MPID_0396_89,Construction of drain at drainage at LOC_MPID_0396_89,822314.96,760253.55,747475.66,747475.66,4,2026-03-11,2026-05-26,2026-07-19,completed,100.0,98.32,0,none,NONE,0,none,12777.89,0.0,NONE,27657628.53
PRJ_007127,MPID_0396,Tamil Nadu,MADURAI,147000000.0,water_supply,LOC_MPID_0396_10,Laying pipelines for water supply at LOC_MPID_0396_10,1483725.98,1409005.23,1273358.77,1273358.77,3,2026-05-07,2026-09-05,,in_progress,90.48,90.37,0,none,NONE,0,none,135646.46,0.0,NONE,27657628.53
PRJ_007128,MPID_0396,Tamil Nadu,MADURAI,147000000.0,water_supply,LOC_MPID_0396_91,Installation of water supply at LOC_MPID_0396_91,1909500.49,1753779.93,1705711.4,1705711.4,4,2026-03-08,2026-08-03,2026-08-24,completed,100.0,97.26,0,none,NONE,0,none,48068.53,0.0,NONE,27657628.53
PRJ_007129,MPID_0397,Tamil Nadu,ARAKKONAM,180589332.34,road,LOC_MPID_0397_89,Repair of road at LOC_MPID_0397_89,7905085.61,7576878.52,6527193.17,6527193.17,5,2025-08-16,2026-10-14,,in_progress,96.32,86.15,0,none,NONE,0,none,1049685.35,0.0,NONE,50383658.91
PRJ_007130,MPID_0397,Tamil Nadu,ARAKKONAM,180589332.34,water_supply,LOC_MPID_0397_32,Laying pipelines for water supply at LOC_MPID_0397_32,18275521.56,18268905.32,17589136.03,17589136.03,5,2024-03-31,2024-07-05,2024-06-29,completed,100.0,96.28,0,none,NONE,0,none,679769.29,0.0,NONE,50383658.91
PRJ_007131,MPID_0397,Tamil Nadu,ARAKKONAM,180589332.34,school,LOC_MPID_0397_43,Boundary wall for school at LOC_MPID_0397_43,14058667.38,13269618.71,0.0,0.0,0,2026-08-04,2027-07-21,,sanctioned,0.0,0.0,0,none,NONE,0,none,13269618.71,0.0,NONE,50383658.91
PRJ_007132,MPID_0397,Tamil Nadu,ARAKKONAM,180589332.34,drainage,LOC_MPID_0397_76,Construction of drain at drainage at LOC_MPID_0397_76,4025396.63,4003166.2,3879187.39,3879187.39,3,2025-07-14,2025-09-22,2025-09-06,completed,100.0,96.9,0,none,NONE,0,none,123978.81,0.0,NONE,50383658.91
PRJ_007133,MPID_0397,Tamil Nadu,ARAKKONAM,180589332.34,drainage,LOC_MPID_0397_96,Construction of drain at drainage at LOC_MPID_0397_96,14679285.65,12859485.82,9927185.18,9927185.18,2,2026-07-23,2026-09-26,,in_progress,61.43,77.2,0,none,NONE,0,none,2932300.64,0.0,NONE,50383658.91
PRJ_007134,MPID_0397,Tamil Nadu,ARAKKONAM,180589332.34,school,LOC_MPID_0397_51,Additional classrooms for school at LOC_MPID_0397_51,7616185.85,7377771.36,7050111.97,7050111.97,3,2025-12-01,2026-08-15,2026-07-29,completed,100.0,95.56,0,none,NONE,0,none,327659.39,0.0,NONE,50383658.91
PRJ_007135,MPID_0397,Tamil Nadu,ARAKKONAM,180589332.34,school,LOC_MPID_0397_65,Additional classrooms for school at LOC_MPID_0397_65,20773778.34,19130661.48,18965842.93,18965842.93,3,2025-01-07,2025-07-10,2025-08-03,completed,100.0,99.14,0,none,NONE,0,none,164818.55,0.0,NONE,50383658.91
PRJ_007136,MPID_0397,Tamil Nadu,ARAKKONAM,180589332.34,community_hall,LOC_MPID_0397_72,Construction of community hall at LOC_MPID_0397_72,22466349.17,19685472.79,18797360.47,18797360.47,4,2025-02-12,2025-11-30,2026-01-08,completed,100.0,95.49,0,none,NONE,0,none,888112.32,0.0,NONE,50383658.91
PRJ_007137,MPID_0397,Tamil Nadu,ARAKKONAM,180589332.34,road,LOC_MPID_0397_44,Widening of road at LOC_MPID_0397_44,5177232.07,4559048.94,3361145.12,3361145.12,3,2025-10-14,2026-12-01,,in_progress,73.83,73.72,0,none,NONE,0,none,1197903.82,0.0,NONE,50383658.91
PRJ_007138,MPID_0397,Tamil Nadu,ARAKKONAM,180589332.34,water_supply,LOC_MPID_0397_27,Installation of water supply at LOC_MPID_0397_27,3677827.82,3624938.49,3504315.29,3504315.29,4,2025-06-25,2025-11-02,2025-12-16,completed,100.0,96.67,0,none,NONE,0,none,120623.2,0.0,NONE,50383658.91
PRJ_007139,MPID_0397,Tamil Nadu,ARAKKONAM,180589332.34,school,LOC_MPID_0397_65,Additional classrooms for school at LOC_MPID_0397_65,7355983.57,6625672.11,6517363.25,6517363.25,3,2024-08-10,2025-04-08,2025-03-30,completed,100.0,98.37,0,none,NONE,0,none,108308.86,0.0,NONE,50383658.91
PRJ_007140,MPID_0397,Tamil Nadu,ARAKKONAM,180589332.34,drainage,LOC_MPID_0397_77,Construction of drain at drainage at LOC_MPID_0397_77,4513698.17,4148887.01,4071175.6,4071175.6,3,2025-08-26,2025-11-07,2025-12-30,completed,100.0,98.13,0,none,NONE,0,none,77711.41,0.0,NONE,50383658.91
PRJ_007141,MPID_0397,Tamil Nadu,ARAKKONAM,180589332.34,road,LOC_MPID_0397_52,Repair of road at LOC_MPID_0397_52,20515011.37,18092025.01,17987069.36,17987069.36,3,2025-04-27,2025-12-09,2026-01-07,completed,100.0,99.42,0,none,NONE,0,none,104955.65,0.0,NONE,50383658.91
PRJ_007142,MPID_0397,Tamil Nadu,ARAKKONAM,180589332.34,road,LOC_MPID_0397_32,Widening of road at LOC_MPID_0397_32,3285429.07,3191638.32,3032571.75,3032571.75,3,2024-04-15,2025-06-27,2025-07-26,completed,100.0,95.02,0,none,NONE,0,none,159066.57,0.0,NONE,50383658.91
PRJ_007143,MPID_0397,Tamil Nadu,ARAKKONAM,180589332.34,community_hall,LOC_MPID_0397_37,Construction of community hall at LOC_MPID_0397_37,9583104.08,9029121.46,8996015.92,8996015.92,3,2025-04-25,2026-03-18,2026-02-28,completed,100.0,99.63,0,none,NONE,0,none,33105.54,0.0,NONE,50383658.91
PRJ_007144,MPID_0398,Tamil Nadu,DINDIGUL,147000000.0,drainage,LOC_MPID_0398_27,Construction of drain at drainage at LOC_MPID_0398_27,2856366.28,2579354.52,2502115.31,2502115.31,3,2024-10-07,2025-04-05,2025-04-02,completed,100.0,97.01,0,none,NONE,0,none,77239.21,0.0,NONE,76153649.32
PRJ_007145,MPID_0398,Tamil Nadu,DINDIGUL,147000000.0,community_hall,LOC_MPID_0398_85,Upgradation of community hall at LOC_MPID_0398_85,4597826.61,4420768.56,4387936.35,4387936.35,3,2024-12-31,2025-08-16,2025-08-14,completed,100.0,99.26,0,none,NONE,0,none,32832.21,0.0,NONE,76153649.32
PRJ_007146,MPID_0398,Tamil Nadu,DINDIGUL,147000000.0,water_supply,LOC_MPID_0398_100,Installation of water supply at LOC_MPID_0398_100,2349813.34,2151708.83,680858.41,680858.41,1,2026-06-05,2026-10-12,,in_progress,32.29,31.64,0,none,NONE,0,none,1470850.42,0.0,NONE,76153649.32
PRJ_007147,MPID_0398,Tamil Nadu,DINDIGUL,147000000.0,road,LOC_MPID_0398_69,Repair of road at LOC_MPID_0398_69,8673512.26,8589977.45,8512601.79,8512601.79,3,2024-02-15,2024-12-26,2024-12-27,completed,100.0,99.1,0,none,NONE,0,none,77375.66,0.0,NONE,76153649.32
PRJ_007148,MPID_0398,Tamil Nadu,DINDIGUL,147000000.0,community_hall,LOC_MPID_0398_93,Upgradation of community hall at LOC_MPID_0398_93,19438749.0,17328221.16,6074922.6,6074922.6,1,2026-05-21,2027-03-08,,in_progress,60.88,35.06,0,none,NONE,0,none,11253298.56,0.0,NONE,76153649.32
PRJ_007149,MPID_0398,Tamil Nadu,DINDIGUL,147000000.0,community_hall,LOC_MPID_0398_38,Construction of community hall at LOC_MPID_0398_38,3851417.29,3785613.51,1535156.19,1535156.19,1,2026-07-21,2026-11-28,,in_progress,33.19,40.55,0,none,NONE,0,none,2250457.32,0.0,NONE,76153649.32
PRJ_007150,MPID_0398,Tamil Nadu,DINDIGUL,147000000.0,water_supply,LOC_MPID_0398_89,Installation of water supply at LOC_MPID_0398_89,3825521.93,3374929.19,3085296.1,3085296.1,3,2026-06-21,2026-09-21,,in_progress,83.16,91.42,0,none,NONE,0,none,289633.09,0.0,NONE,76153649.32
PRJ_007151,MPID_0398,Tamil Nadu,DINDIGUL,147000000.0,road,LOC_MPID_0398_51,Widening of road at LOC_MPID_0398_51,4044869.64,3559253.96,3474429.44,3474429.44,3,2025-11-04,2026-05-28,2026-06-15,completed,100.0,97.62,0,none,NONE,0,none,84824.52,0.0,NONE,76153649.32
PRJ_007152,MPID_0398,Tamil Nadu,DINDIGUL,147000000.0,road,LOC_MPID_0398_86,Widening of road at LOC_MPID_0398_86,5522595.2,5050572.3,1562062.33,1562062.33,1,2026-07-17,2027-07-25,,in_progress,21.67,30.93,0,none,NONE,0,none,3488509.97,0.0,NONE,76153649.32
PRJ_007153,MPID_0398,Tamil Nadu,DINDIGUL,147000000.0,road,LOC_MPID_0398_41,Construction of road at LOC_MPID_0398_41,8832539.74,8312072.83,8312072.83,8312072.83,4,2026-03-04,2026-09-12,,in_progress,100.0,100.0,0,none,NONE,0,none,0.0,0.0,NONE,76153649.32
PRJ_007154,MPID_0398,Tamil Nadu,DINDIGUL,147000000.0,drainage,LOC_MPID_0398_99,Covering of drainage in drainage at LOC_MPID_0398_99,3258116.55,3106639.96,0.0,0.0,0,2026-08-18,2026-11-21,,sanctioned,0.0,0.0,0,none,NONE,0,none,3106639.96,0.0,NONE,76153649.32
PRJ_007155,MPID_0398,Tamil Nadu,DINDIGUL,147000000.0,road,LOC_MPID_0398_19,Repair of road at LOC_MPID_0398_19,1045351.49,1020115.6,993113.83,993113.83,3,2024-11-14,2025-07-10,2025-07-15,completed,100.0,97.35,0,none,NONE,0,none,27001.77,0.0,NONE,76153649.32
PRJ_007156,MPID_0398,Tamil Nadu,DINDIGUL,147000000.0,school,LOC_MPID_0398_94,Additional classrooms for school at LOC_MPID_0398_94,5451939.47,4761218.08,4761218.08,4761218.08,4,2025-08-29,2026-09-08,,in_progress,100.0,100.0,0,none,NONE,0,none,0.0,0.0,NONE,76153649.32
PRJ_007157,MPID_0398,Tamil Nadu,DINDIGUL,147000000.0,water_supply,LOC_MPID_0398_90,Installation of water supply at LOC_MPID_0398_90,16801623.63,15760351.69,15238175.54,15238175.54,5,2025-06-03,2025-10-01,2025-11-03,completed,100.0,96.69,0,none,NONE,0,none,522176.15,0.0,NONE,76153649.32
PRJ_007158,MPID_0398,Tamil Nadu,DINDIGUL,147000000.0,road,LOC_MPID_0398_84,Construction of road at LOC_MPID_0398_84,10767203.77,10340693.65,0.0,0.0,0,2026-08-05,2027-08-15,,sanctioned,0.0,0.0,0,none,NONE,0,none,10340693.65,0.0,NONE,76153649.32
PRJ_007159,MPID_0398,Tamil Nadu,DINDIGUL,147000000.0,water_supply,LOC_MPID_0398_92,Installation of water supply at LOC_MPID_0398_92,4434119.81,3860759.82,3835337.75,3835337.75,4,2026-01-30,2026-08-11,2026-08-02,completed,100.0,99.34,0,none,NONE,0,none,25422.07,0.0,NONE,76153649.32
